ID,Engaj,Idade,Regiao_int,Tipo_Cliente,Total_gasto,Tempo_relacionamento,Campanha,Status,email,Sexo,Regiao
95036,12,61,,8,1020,9,0,Prata,fake_email@corporate.co,F,
95982,19,39,N03,4,0.01,8,1,Bronze,fake_email@corporate.co,F,Norte
97802,7,55,CO03,,2000,1,0,Prata,fake_email@corporate.co,M,Centro-Oeste
102385,8,57,S02,8,9000,9,0,Ouro,fake_email@corporate.co,M,Sul
103225,13,18,L02,22,6000,1,0,Ouro,fake_email@corporate.co,F,Leste
108413,5,56,N02,1,3000,8,0,Prata,fake_email@corporate.co,U,Norte
109819,9,50,N01,27,20000,4,0,Ouro,fake_email@corporate.co,F,Norte
113743,,54,N02,51,2000,2,0,Prata,fake_email@corporate.co,F,Norte
117498,11,67,N01,15,22000,8,0,Platino,fake_email@corporate.co,U,Norte
118397,7,78,CO02,37,2000,24,0,Prata,fake_email@corporate.co,F,Centro-Oeste
121312,5,61,CO02,19,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
121495,5,45,L01,14,600,11,0,Prata,fake_email@corporate.co,F,Leste
124710,11,66,L01,1,2000,5,0,Prata,fake_email@corporate.co,F,Leste
126098,2,51,N03,24,10000,5,0,Ouro,fake_email@corporate.co,U,Norte
126586,3,,CO02,18,15000,1,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
127892,10,60,N02,12,1020,9,0,Prata,fake_email@corporate.co,F,Norte
129283,9,48,CO01,19,3000,2,0,Prata,fake_email@corporate.co,M,Centro-Oeste
129410,8,53,L02,24,100,1,0,Prata,fake_email@corporate.co,F,Leste
134872,10,72,CO02,45,12000,8,1,Ouro,fake_email@corporate.co,U,Centro-Oeste
140597,9,68,L01,41,0.01,7,0,Bronze,fake_email@corporate.co,F,Leste
144649,8,47,S03,1,0.01,5,0,Bronze,fake_email@corporate.co,F,Sul
145157,11,39,L01,40,2800,1,1,Prata,fake_email@corporate.co,F,Leste
146730,12,72,L01,4,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
148415,10,67,L01,40,6000,4,0,Ouro,fake_email@corporate.co,M,Leste
148849,9,60,L01,25,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
151432,6,,N03,30,9000,3,0,Ouro,fake_email@corporate.co,M,Norte
154040,11,52,N02,52,0.01,9,0,Bronze,fake_email@corporate.co,M,Norte
156515,7,55,CO02,27,0.01,8,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
158216,14,65,L02,,6053.35,6,0,Ouro,fake_email@corporate.co,M,Leste
159522,13,41,L01,12,0.01,7,1,Bronze,fake_email@corporate.co,M,Leste
162485,16,34,CO01,28,3000,3,1,Prata,fake_email@corporate.co,F,Centro-Oeste
165808,6,40,N02,32,1500,7,1,Prata,fake_email@corporate.co,F,Norte
168394,9,35,L01,53,0.01,4,1,Bronze,fake_email@corporate.co,F,Leste
170127,7,50,N03,10,5000,10,0,Prata,fake_email@corporate.co,M,Norte
181498,6,62,N02,1,3000,29,0,Prata,fake_email@corporate.co,F,Norte
191396,7,,N03,51,0.01,10,0,Bronze,fake_email@corporate.co,M,Norte
192791,9,60,CO01,16,8100,5,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
197440,8,49,N02,14,7600,4,0,Ouro,fake_email@corporate.co,F,Norte
202878,6,57,CO02,53,2000,8,0,Prata,fake_email@corporate.co,M,Centro-Oeste
203289,7,52,CO02,51,23053.35,6,0,Platino,fake_email@corporate.co,U,Centro-Oeste
206032,6,75,S02,52,10000,17,0,Ouro,fake_email@corporate.co,M,Sul
209732,15,55,CO02,37,10000,6,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
213241,5,57,,51,12000,1,0,Ouro,fake_email@corporate.co,F,
215554,8,52,N02,22,2500,6,1,Prata,fake_email@corporate.co,F,Norte
217158,12,74,CO01,3,6000,5,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
223182,9,79,L01,28,5000,5,0,Prata,fake_email@corporate.co,F,Leste
234540,6,48,N03,32,420,4,0,Prata,fake_email@corporate.co,F,Norte
239844,11,60,L01,41,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
243051,3,38,N02,53,50,9,1,Prata,fake_email@corporate.co,F,Norte
248258,9,58,N02,10,5000,5,0,Prata,fake_email@corporate.co,F,Norte
249335,4,52,CO04,30,1800,4,0,Prata,fake_email@corporate.co,M,Centro-Oeste
252646,3,45,N03,47,100.01,9,0,Prata,fake_email@corporate.co,F,Norte
253839,9,42,N02,51,2000,4,0,Prata,fake_email@corporate.co,F,Norte
256366,10,40,CO02,51,50,10,0,Prata,fake_email@corporate.co,U,Centro-Oeste
259802,5,55,CO02,35,10100,8,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
262684,8,77,CO02,23,6000,3,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
263419,11,27,L01,19,0.01,7,1,Bronze,fake_email@corporate.co,F,Leste
267236,4,60,N02,37,0.01,8,0,Bronze,fake_email@corporate.co,F,Norte
270962,7,58,L01,4,2500,5,0,Prata,fake_email@corporate.co,U,Leste
271101,7,54,CO02,5,0.01,,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
274623,7,42,N02,32,0.01,4,0,Bronze,fake_email@corporate.co,M,Norte
275700,10,36,,48,1000,9,1,Prata,fake_email@corporate.co,F,
276871,6,,L01,41,5500,1,1,Ouro,fake_email@corporate.co,F,Leste
277010,4,57,L01,31,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
278661,10,72,CO02,18,11105.32,8,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
280895,10,,CO01,17,0.01,6,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
282057,7,37,N02,51,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
285846,9,76,CO01,51,2000,8,1,Prata,fake_email@corporate.co,F,Centro-Oeste
287628,6,45,N02,34,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
288748,14,,L02,19,10000,8,0,Ouro,fake_email@corporate.co,F,Leste
290890,,51,L01,48,0.02,9,0,Prata,fake_email@corporate.co,M,Leste
293083,15,61,L02,12,500,2,0,Prata,fake_email@corporate.co,F,Leste
293555,12,61,S03,11,4000,1,0,Prata,fake_email@corporate.co,F,Sul
295620,9,47,CO03,,0.01,5,0,Bronze,fake_email@corporate.co,M,Centro-Oeste
297194,8,52,CO01,50,0.01,8,0,Bronze,fake_email@corporate.co,U,Centro-Oeste
300845,8,40,CO02,38,1000,1,0,Prata,fake_email@corporate.co,U,Centro-Oeste
301175,5,56,CO02,34,0.01,9,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
301981,8,51,N02,47,9000.01,8,0,Ouro,fake_email@corporate.co,F,Norte
310786,9,50,L01,24,12000,2,0,Ouro,fake_email@corporate.co,F,Leste
312169,4,46,N02,38,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
312762,8,41,L02,8,1675,7,1,Prata,fake_email@corporate.co,F,Leste
315559,8,60,L01,10,100.01,8,0,Prata,fake_email@corporate.co,M,Leste
315788,10,70,L02,15,2250,8,0,Prata,fake_email@corporate.co,F,Leste
316350,9,50,L01,28,0.01,9,1,Bronze,fake_email@corporate.co,F,Leste
317640,15,37,CO02,49,0.01,8,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
317950,9,74,L01,18,3000,5,0,Prata,fake_email@corporate.co,F,Leste
318922,8,61,O,37,1200,6,1,Prata,fake_email@corporate.co,F,Oeste
323039,8,49,N02,4,4000,3,0,Prata,fake_email@corporate.co,F,Norte
324469,7,,L02,34,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
331341,9,53,S02,11,6000,4,0,Ouro,fake_email@corporate.co,M,Sul
332658,4,,CO02,34,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
335606,,59,S01,45,2500,7,0,Prata,fake_email@corporate.co,U,Sul
340146,7,63,N02,12,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
342033,7,51,N02,32,3026.67,10,0,Prata,fake_email@corporate.co,F,Norte
343102,5,62,N02,27,56053.35,7,0,Platino,fake_email@corporate.co,F,Norte
345474,3,46,L02,23,0.1,10,0,Prata,fake_email@corporate.co,F,Leste
345865,10,39,N03,38,7500,2,1,Ouro,fake_email@corporate.co,M,Norte
346225,6,53,L02,36,3000,6,1,Prata,fake_email@corporate.co,M,Leste
346403,10,,CO02,27,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
347086,7,48,L01,21,5000,4,0,Prata,fake_email@corporate.co,F,Leste
347531,7,62,L02,12,12808.95,11,0,Ouro,fake_email@corporate.co,F,Leste
349291,9,26,L01,12,4000,1,0,Prata,fake_email@corporate.co,M,Leste
349739,7,,N01,41,2500,5,0,Prata,fake_email@corporate.co,F,Norte
351482,6,43,O,41,6000,2,0,Ouro,fake_email@corporate.co,F,Oeste
356425,7,78,CO02,41,6000,5,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
356719,3,67,CO01,19,12049.25,3,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
357898,2,45,N02,27,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
358649,10,60,S02,32,0.01,5,0,Bronze,fake_email@corporate.co,F,Sul
359955,13,68,L01,44,7500,6,0,Ouro,fake_email@corporate.co,F,Leste
361283,14,74,L02,4,20245.89,3,0,Platino,fake_email@corporate.co,U,Leste
362468,5,53,CO02,35,0.01,8,0,Bronze,fake_email@corporate.co,M,Centro-Oeste
369225,5,51,S02,23,420,8,0,Prata,fake_email@corporate.co,M,Sul
369780,9,,L02,4,25000,1,0,Platino,fake_email@corporate.co,F,Leste
370398,6,51,L02,52,200,1,0,Prata,fake_email@corporate.co,F,Leste
370622,5,51,L02,4,200,2,0,Prata,fake_email@corporate.co,U,Leste
371475,11,36,L01,21,0.01,4,0,Bronze,fake_email@corporate.co,M,Leste
374644,8,63,CO04,49,6000,2,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
375330,8,69,L02,16,500,9,0,Prata,fake_email@corporate.co,F,Leste
376078,11,40,CO02,32,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
380113,4,46,CO04,45,2165.75,11,0,Prata,fake_email@corporate.co,F,Centro-Oeste
393347,,46,L02,34,0.01,8,0,Bronze,fake_email@corporate.co,M,Leste
396192,8,46,L02,4,2245,11,1,Prata,fake_email@corporate.co,F,Leste
397407,9,38,N02,35,0.01,5,1,Bronze,fake_email@corporate.co,F,Norte
397660,4,67,N02,52,11000,5,0,Ouro,fake_email@corporate.co,M,Norte
400297,11,73,N03,53,26000,4,0,Platino,fake_email@corporate.co,U,Norte
403768,5,53,S01,11,9000,8,0,Ouro,fake_email@corporate.co,F,Sul
407364,6,55,CO02,37,5000,4,1,Prata,fake_email@corporate.co,F,Centro-Oeste
408964,9,54,L01,4,3000,8,0,Prata,fake_email@corporate.co,F,Leste
414832,6,45,L01,52,0.01,5,0,Bronze,fake_email@corporate.co,M,Leste
418943,10,39,,25,0.01,4,1,Bronze,fake_email@corporate.co,M,
421979,5,58,N02,38,420,4,0,Prata,fake_email@corporate.co,F,Norte
423211,8,33,N01,35,0.01,5,1,Bronze,fake_email@corporate.co,F,Norte
434671,11,35,L01,27,0.01,8,1,Bronze,fake_email@corporate.co,M,Leste
435961,4,71,N03,4,6000,12,0,Ouro,fake_email@corporate.co,M,Norte
439088,10,55,S01,15,0.01,4,0,Bronze,fake_email@corporate.co,M,Sul
442542,,57,O,27,480,11,0,Prata,fake_email@corporate.co,M,Oeste
454702,13,53,L01,5,6871.12,5,0,Ouro,fake_email@corporate.co,M,Leste
462705,9,58,L01,44,1500,19,0,Prata,fake_email@corporate.co,F,Leste
467812,13,43,N03,20,0.01,5,0,Bronze,fake_email@corporate.co,M,Norte
473596,8,47,L01,32,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
479403,4,74,L02,18,6000,2,0,Ouro,fake_email@corporate.co,M,Leste
481572,10,49,N01,38,5000,1,0,Prata,fake_email@corporate.co,M,Norte
486701,9,58,L02,27,3000,9,0,Prata,fake_email@corporate.co,F,Leste
492566,8,56,CO02,27,0.01,8,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
498300,5,47,L02,14,6000,1,0,Ouro,fake_email@corporate.co,F,Leste
500100,14,30,CO02,52,100,1,1,Prata,fake_email@corporate.co,F,Centro-Oeste
502316,3,68,L02,30,50000,4,1,Platino,fake_email@corporate.co,F,Leste
503053,8,45,N02,35,1000,4,0,Prata,fake_email@corporate.co,F,Norte
518069,7,71,L01,4,12000,6,0,Ouro,fake_email@corporate.co,F,Leste
523259,10,65,L02,28,9053.35,8,0,Ouro,fake_email@corporate.co,F,Leste
528102,10,74,L01,24,19000,5,0,Ouro,fake_email@corporate.co,F,Leste
530042,10,43,N02,32,0.01,5,1,Bronze,fake_email@corporate.co,F,Norte
532479,11,44,O,42,500,9,0,Prata,fake_email@corporate.co,F,Oeste
543004,9,65,L01,48,3000,5,0,Prata,fake_email@corporate.co,U,Leste
543683,7,46,L02,28,17409.76,12,0,Ouro,fake_email@corporate.co,M,Leste
553115,8,29,CO02,52,2000,12,0,Prata,fake_email@corporate.co,F,Centro-Oeste
580287,7,53,CO04,20,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
588784,9,64,CO02,37,1000,12,0,Prata,fake_email@corporate.co,M,Centro-Oeste
595233,10,49,L02,30,3000,5,1,Prata,fake_email@corporate.co,M,Leste
598453,17,59,L01,51,12000,8,1,Ouro,fake_email@corporate.co,F,Leste
600504,8,37,N02,52,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
601969,5,60,L01,14,10000,2,0,Ouro,fake_email@corporate.co,F,Leste
602906,10,64,N03,52,0.01,4,0,Bronze,fake_email@corporate.co,F,Norte
604011,3,,N02,16,5000,4,0,Prata,fake_email@corporate.co,F,Norte
606316,15,51,L01,26,3000,8,1,Prata,fake_email@corporate.co,F,Leste
607118,8,47,CO02,,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
607444,18,51,CO04,11,3000,3,0,Prata,fake_email@corporate.co,F,Centro-Oeste
608378,5,58,S02,34,3050,11,0,Prata,fake_email@corporate.co,F,Sul
610283,9,46,L01,1,0.01,9,0,Bronze,fake_email@corporate.co,M,Leste
611662,5,48,L01,31,0.01,5,0,Bronze,fake_email@corporate.co,U,Leste
618284,15,,CO01,41,0.02,,1,Prata,fake_email@corporate.co,F,Centro-Oeste
621358,4,61,CO02,19,6000,1,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
630888,9,38,CO02,17,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
633380,7,68,L02,41,15000.01,6,0,Ouro,fake_email@corporate.co,M,Leste
633542,12,76,CO04,53,6000,2,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
641022,4,56,N03,32,0.01,8,0,Bronze,fake_email@corporate.co,F,Norte
642568,8,73,N01,2,360,1,1,Prata,fake_email@corporate.co,M,Norte
649007,8,37,CO02,33,0.01,9,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
653500,,32,CO02,25,2500,1,1,Prata,fake_email@corporate.co,F,Centro-Oeste
663603,11,74,L01,1,3350,4,0,Prata,fake_email@corporate.co,F,Leste
666238,9,65,N03,30,6107.64,,0,Ouro,fake_email@corporate.co,M,Norte
667692,5,60,CO02,37,5000,2,0,Prata,fake_email@corporate.co,F,Centro-Oeste
669067,10,35,S02,30,1500,4,0,Prata,fake_email@corporate.co,F,Sul
672785,6,46,S03,23,6544.99,1,0,Ouro,fake_email@corporate.co,F,Sul
674885,3,46,L01,37,6000,5,0,Ouro,fake_email@corporate.co,F,Leste
682144,5,70,L01,41,21684.94,0,0,Platino,fake_email@corporate.co,F,Leste
691178,9,37,CO03,,10000,11,1,Ouro,fake_email@corporate.co,M,Centro-Oeste
693847,4,46,L02,8,6000,3,0,Ouro,fake_email@corporate.co,U,Leste
708569,3,68,S02,43,4000,18,0,Prata,fake_email@corporate.co,U,Sul
711616,10,,CO02,8,50000,4,0,Platino,fake_email@corporate.co,U,Centro-Oeste
714054,11,,CO04,32,5000,5,0,Prata,fake_email@corporate.co,U,Centro-Oeste
723185,12,49,L01,37,3000,3,0,Prata,fake_email@corporate.co,F,Leste
734446,4,63,CO02,38,3026.67,7,0,Prata,fake_email@corporate.co,F,Centro-Oeste
741779,4,62,CO02,8,5000,5,0,Prata,fake_email@corporate.co,U,Centro-Oeste
742880,5,,L02,37,10000,7,1,Ouro,fake_email@corporate.co,F,Leste
745421,5,62,CO01,34,0.02,8,0,Prata,fake_email@corporate.co,F,Centro-Oeste
749044,5,74,N01,22,6000,1,0,Ouro,fake_email@corporate.co,U,Norte
750840,5,52,L02,,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
755931,,42,N02,10,0.01,4,0,Bronze,fake_email@corporate.co,F,Norte
760641,8,74,CO02,28,6000,17,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
764876,7,43,L02,32,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
770264,8,64,L01,25,12000,2,0,Ouro,fake_email@corporate.co,F,Leste
775258,12,31,N02,44,1100,9,0,Prata,fake_email@corporate.co,F,Norte
778176,11,41,N01,27,1000,5,0,Prata,fake_email@corporate.co,F,Norte
779199,9,45,CO04,51,0.01,8,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
794872,8,67,L01,25,10000.01,2,0,Ouro,fake_email@corporate.co,F,Leste
795267,17,,L01,1,1000,13,1,Prata,fake_email@corporate.co,F,Leste
796026,9,40,L01,21,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
802069,7,70,L02,5,12000,2,0,Ouro,fake_email@corporate.co,F,Leste
804061,20,,L02,16,480,1,1,Prata,fake_email@corporate.co,F,Leste
806994,6,56,CO02,52,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
807877,,,L01,13,8053.35,1,0,Ouro,fake_email@corporate.co,F,Leste
811831,15,32,N03,52,0.01,5,1,Bronze,fake_email@corporate.co,F,Norte
819301,10,51,CO03,,1000,6,0,Prata,fake_email@corporate.co,M,Centro-Oeste
823066,8,65,L01,10,50,7,0,Prata,fake_email@corporate.co,F,Leste
823961,8,52,CO04,51,6000,2,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
826758,8,,S02,25,6000,2,1,Ouro,fake_email@corporate.co,F,Sul
827614,6,38,L02,38,0.01,9,1,Bronze,fake_email@corporate.co,F,Leste
830380,8,43,L01,32,50,10,0,Prata,fake_email@corporate.co,F,Leste
835404,7,37,N02,44,0.01,5,0,Bronze,fake_email@corporate.co,M,Norte
836222,7,42,S03,22,0.01,5,0,Bronze,fake_email@corporate.co,M,Sul
841013,4,22,CO02,2,6000,3,0,Ouro,fake_email@corporate.co,U,Centro-Oeste
842486,8,31,CO01,44,0.01,8,0,Bronze,fake_email@corporate.co,U,Centro-Oeste
848085,15,33,N02,6,0.02,7,1,Prata,fake_email@corporate.co,F,Norte
851396,9,,L01,51,600,7,0,Prata,fake_email@corporate.co,M,Leste
853291,8,31,CO02,49,5000,1,0,Prata,fake_email@corporate.co,F,Centro-Oeste
856916,8,54,S02,34,12000,8,0,Ouro,fake_email@corporate.co,M,Sul
861820,5,54,L02,18,1000,2,0,Prata,fake_email@corporate.co,F,Leste
870307,9,53,N03,10,6000,3,0,Ouro,fake_email@corporate.co,M,Norte
871095,16,37,N03,53,0.01,5,1,Bronze,fake_email@corporate.co,F,Norte
875694,8,63,O,28,6000,2,0,Ouro,fake_email@corporate.co,F,Oeste
876623,3,33,N02,,0.01,5,0,Bronze,fake_email@corporate.co,M,Norte
878812,7,65,L01,12,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
889199,14,39,CO02,38,50,10,1,Prata,fake_email@corporate.co,F,Centro-Oeste
897485,9,42,S02,47,6000,2,1,Ouro,fake_email@corporate.co,F,Sul
899186,6,67,N03,37,3000,8,0,Prata,fake_email@corporate.co,M,Norte
903191,11,43,CO02,52,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
908584,9,,N02,23,6000,6,0,Ouro,fake_email@corporate.co,M,Norte
909459,8,50,L02,19,0.02,9,0,Prata,fake_email@corporate.co,F,Leste
910007,5,70,CO02,8,12000,5,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
918237,13,58,CO02,28,0.01,8,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
919551,13,50,,,0.01,5,1,Bronze,fake_email@corporate.co,F,
922366,7,78,CO03,,1250,5,0,Prata,fake_email@corporate.co,F,Centro-Oeste
929506,5,79,CO01,12,6000,8,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
935530,8,68,L01,1,800,8,1,Prata,fake_email@corporate.co,F,Leste
943517,9,48,L01,1,600,8,0,Prata,fake_email@corporate.co,F,Leste
946311,9,,L01,20,3000,3,0,Prata,fake_email@corporate.co,M,Leste
950033,12,35,O,51,1500,5,0,Prata,fake_email@corporate.co,M,Oeste
951897,9,38,CO01,34,0.01,4,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
952729,11,42,N02,17,6041.13,5,0,Ouro,fake_email@corporate.co,M,Norte
956155,14,50,N02,17,420.01,4,0,Prata,fake_email@corporate.co,M,Norte
956635,4,63,N02,22,0.01,5,1,Bronze,fake_email@corporate.co,M,Norte
963194,9,75,L01,20,6000,1,0,Ouro,fake_email@corporate.co,F,Leste
966932,8,50,L01,29,50,8,0,Prata,fake_email@corporate.co,F,Leste
985295,2,58,L01,34,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
994332,8,66,CO03,,500,8,0,Prata,fake_email@corporate.co,F,Centro-Oeste
997684,6,54,L01,48,50,11,0,Prata,fake_email@corporate.co,F,Leste
1002422,7,54,N02,35,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
1003402,18,38,L01,53,0.01,6,1,Bronze,fake_email@corporate.co,F,Leste
1004301,6,,CO01,53,6000,2,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
1008129,8,55,L01,24,1000,5,0,Prata,fake_email@corporate.co,M,Leste
